Name, Population,Median Household Income,"Housing, Median Value Owner Households ($)","Percentage: Education Attainment, Bachelor's Degree]","Housing, Median Rent ($)","Percentage: Employment, Public Transportation to Work",Percentage: White Non-Hispanic Population," Housing, Units","Percentage: Housing, Renter Occupied","Percentage: Housing, Occupied Structure w/ 3-4 Units","Percentage: Housing, Occupied Structure w/ 5+ Units",Percentage: Households w/ 3 Vehicles,Percentage: Households w/ 4+ Vehicles,"Percentage: Families, Married w/ Children Under 18, 2010"," Total Households, 2010",Year,,,," Total Households, 2011"," Total Households, 2012"," Total Households, 2013"," Total Households, 2014"," Total Households, 2015"," Total Households, 2016"," Total Households, 2020"
"BG0048004, King County, WA",1200,87753,467373,34.0733,1135,16.3934,84.4167,537,38.0038,8.3799,0,9.405,1.5355,53.2,620,2011,,,,,,,,,,
"BG0049001, King County, WA",1236,60950,493636,55.2684,938,18.7243,82.2816,646,75.3623,2.4768,48.452,3.8647,0.9662,29.8507,638,2011,,,,,,,,,,
"BG0049002, King County, WA",1050,56016,384615,45.5367,865,36.1653,81.7143,708,83.5616,12.9944,65.9604,3.9574,0.761,14.2857,618,2011,,,,,,,,,,
"BG0049003, King County, WA",1269,70246,383333,44.027,908,23.6258,80.4571,833,68.9833,11.4046,61.1045,3.861,0.9009,13.9785,618,2011,,,,,,,,,,
"BG0049004, King County, WA",1296,71000,516975,55.1504,1000,35.3695,85.2623,759,70.9722,12.9117,41.8973,3.8889,0.8333,26.8551,633,2011,,,,,,,,,,
"BG0049005, King County, WA",1378,58950,545370,52.9152,999,28.9091,81.4949,821,69.281,10.7186,50.0608,3.7909,0.7843,36.646,633,2011,,,,,,,,,,
"BG0050001, King County, WA",1384,68948,504098,51.1278,862,26.178,81.7919,715,62.9197,9.7902,46.1539,5.1095,1.6058,30,615,2011,,,,,,,,,,
"BG0050002, King County, WA",960,95577,667279,53.8248,1069,10.1341,81.7708,510,54.7862,13.3333,44.5098,5.2953,1.6293,56.3218,623,2011,,,,,,,,,,
"BG0050003, King County, WA",1307,55482,428750,50.8004,976,29.9035,78.2709,816,87.7102,5.1471,66.9117,5.1746,1.2937,10,622,2011,,,,,,,,,,
"BG0051001, King County, WA",1330,82765,603346,45.6543,930,15.9386,80.7519,680,47.3934,9.7059,24.2647,11.6904,6.3191,24.569,630,2011,,,,,,,,,,
"BG0051002, King County, WA",1236,85846,628151,43.3369,931,18.4,86.246,520,40.0402,13.8462,12.8847,11.4688,6.4386,49.7797,612,2011,,,,,,,,,,
"BG0051003, King County, WA",1110,88320,668317,43.922,1057,20.1717,81.4414,518,50.5112,16.4093,12.1623,11.8609,6.544,49.162,630,2011,,,,,,,,,,
"BG0052001, King County, WA",1114,32397,0,21.4592,934,40.5648,44.4345,526,100,5.7034,89.5437,3.8627,2.1459,23.0769,608,2011,,,,,,,,,,
"BG0052002, King County, WA",1242,25351,221250,39.9083,916,36.9963,45.7327,666,94.0129,1.3514,89.1892,3.8835,1.9418,0,621,2011,,,,,,,,,,
"BG0052003, King County, WA",993,66523,563380,51.5072,1084,8.7315,78.852,519,60.4211,22.9287,26.5896,3.7895,1.8947,37.3737,604,2011,,,,,,,,,,
"BG0052004, King County, WA",1443,82895,599185,20.6628,1285,28.3391,80.4574,627,50.5051,2.0734,13.5566,3.7037,2.1886,76.7717,604,2011,,,,,,,,,,
"BG0052005, King County, WA",1417,17604,360870,41.1697,594,21.2435,50.247,883,62.8571,0,87.6558,3.8961,2.0779,0,619,2011,,,,,,,,,,
"BG0053011, King County, WA",3256,27375,0,33.7963,1224,19.7911,74.5393,451,100,3.1042,77.3837,2.5522,3.4803,0,618,2011,,,,,,,,,,
"BG0053012, King County, WA",1688,23524,193382,60,717,31.9728,52.7844,1106,95.4501,0.2712,92.2242,2.7106,3.2914,0,617,2011,,,,,,,,,,
"BG0053013, King County, WA",1224,20833,0,36.2712,718,41.9881,52.1242,845,100,9.4675,86.3906,2.4869,3.534,0,611,2011,,,,,,,,,,
"BG0053014, King County, WA",909,18609,0,36.2035,693,37.5527,34.2134,651,100,0,97.2351,2.4222,3.6332,0,596,2011,,,,,,,,,,
"BG0053021, King County, WA",1767,9620,112500,47.0149,835,49.0054,50.4244,194,94.3503,0,100,0,0,0,596,2011,,,,,,,,,,
"BG0053022, King County, WA",1165,203202,1000000,75,0,18.6667,46.867,18,0,0,0,0,0,0,607,2011,,,,,,,,,,
"BG0053023, King County, WA",2771,87500,95000,0,1125,10.1235,57.9574,3,50,0,99.9999,50,0,0,610,2011,,,,,,,,,,
"BG0054001, King County, WA",1114,107656,514851,51.7632,929,23.5139,83.842,513,41.9878,8.3821,9.7465,5.8824,1.0142,38.3142,591,2011,,,,,,,,,,
"BG0054002, King County, WA",1321,79899,430374,31.5356,1051,10.6168,82.4375,844,61.5285,9.4787,54.1469,6.0881,0.9067,11.9522,609,2011,,,,,,,,,,
"BG0054003, King County, WA",1300,71382,409434,52.7027,1135,15.2332,77.3846,713,67.2783,5.4699,47.1249,5.9633,0.7645,10.2362,594,2011,,,,,,,,,,
"BG0054004, King County, WA",1265,64307,453247,45.7116,1002,40.6816,77.3123,774,60.1671,8.3979,52.4548,5.9889,0.6964,18.3406,606,2011,,,,,,,,,,
"BG0056001, King County, WA",1237,154425,663810,42.1599,1750,10.6317,89.0057,556,5.916,0,0,9.3511,7.2519,36.0111,595,2011,,,,,,,,,,
"BG0056002, King County, WA",1305,153571,989458,40.1665,1597,5.1829,89.8851,553,20.1923,0,0,9.2308,7.1154,43.2961,584,2011,,,,,,,,,,
"BG0056003, King County, WA",1277,133500,882075,43.1125,1910,7.958,90.4464,544,13.2,0,0,9.4,7.2,48.3204,585,2011,,,,,,,,,,
"BG0056004, King County, WA",1194,163200,858553,45.045,2000,8.3473,86.7672,520,11.3169,0,0,9.465,7.2017,25.0704,584,2011,,,,,,,,,,
"BG0056005, King County, WA",1396,136280,726887,36.8209,1594,6.8215,86.6762,600,4.5855,0,0,9.1711,7.231,34.3085,600,2011,,,,,,,,,,
"BG0057001, King County, WA",480,111538,1000000,23.0556,1026,21.0117,82.5,213,26.5957,0,0,8.5106,3.7234,33.9623,584,2011,,,,,,,,,,
"BG0057002, King County, WA",1186,113492,623503,37.1938,768,8.5987,85.4975,499,21.0417,0,13.026,8.3333,3.3333,29.021,587,2011,,,,,,,,,,
"BG0057003, King County, WA",903,85000,614000,43.2432,655,3.6638,84.8283,419,26.2626,0,17.1838,8.3333,3.5354,56.7568,587,2011,,,,,,,,,,
"BG0057004, King County, WA",1208,84455,482114,38.8021,813,18.5938,77.8974,513,31.4168,0,16.9591,8.2136,3.4908,36.1111,594,2011,,,,,,,,,,
"BG0057005, King County, WA",1024,104098,480000,48.6747,1069,18.4028,83.0078,573,17.9688,0,11.5183,8.3984,3.7109,39.4636,578,2011,,,,,,,,,,
"BG0057006, King County, WA",1278,73232,472535,41.7391,777,22.6542,80.2817,716,36.858,0,36.7318,8.1571,3.6254,40.6114,577,2011,,,,,,,,,,
"BG0058011, King County, WA",1153,59926,382911,46.1806,968,20.0777,76.6696,588,59.375,10.7143,15.8164,8.6397,1.4706,49.2063,592,2011,,,,,,,,,,
"BG0058012, King County, WA",1375,59843,454545,39.9642,1044,19.2429,81.6,885,65.9411,8.4746,74.2372,8.8348,1.5365,23.1511,591,2011,,,,,,,,,,
"BG0058013, King County, WA",1153,77703,407813,42.3077,923,18.6224,78.8378,678,31.4516,2.8024,54.2773,8.7097,1.4516,12.4464,581,2011,,,,,,,,,,
"BG0058014, King County, WA",1082,58019,498718,29.6948,823,16.3237,78.5582,624,80.9441,2.4039,60.2565,8.7413,1.3986,40.6091,574,2011,,,,,,,,,,
"BG0058021, King County, WA",1481,73899,570175,49.7894,927,15.9629,77.0425,770,48.8112,10.6494,28.5715,2.7972,1.2587,26.5416,577,2011,,,,,,,,,,
"BG0058022, King County, WA",1545,65187,410759,34.6481,932,29.3843,79.2233,1050,59.6436,16.8571,58.6667,2.7254,1.153,14.6552,585,2011,,,,,,,,,,
"BG0058023, King County, WA",2065,73742,485345,34.3713,832,17.9414,71.1864,922,57.3944,9.8699,55.9652,2.8169,1.2911,27.9605,567,2011,,,,,,,,,,
"BG0059001, King County, WA",1660,58198,360345,29.5144,869,13.986,78.9157,806,64.9526,11.2903,56.8237,8.3897,2.8417,8.9844,584,2011,,,,,,,,,,
"BG0059002, King County, WA",1323,123485,659970,33.9695,1091,15.528,86.0166,561,28.0075,1.2478,9.4475,8.4587,3.0075,37.5,575,2011,,,,,,,,,,
"BG0059003, King County, WA",1268,73897,575000,60,1141,15.9221,80.9148,192,58.2822,24.4792,0,8.589,3.0675,25,582,2011,,,,,,,,,,
"BG0059004, King County, WA",1426,102532,688281,24.3519,965,23.1034,86.8163,674,27.5701,9.0505,9.9406,8.567,2.9595,40.176,564,2011,,,,,,,,,,
"BG0059005, King County, WA",1167,109073,595541,41.2301,1197,9.157,83.2905,504,35.5509,11.7063,6.746,8.5239,2.9106,44.6078,566,2011,,,,,,,,,,
"BG0060001, King County, WA",1446,79533,592233,32.8767,1167,25.5172,81.1203,1058,64.3629,12.6654,76.7485,6.5875,0,3.4946,568,2011,,,,,,,,,,
"BG0060002, King County, WA",1317,96939,630984,50.349,1008,11.9745,85.0418,540,24.5098,2.2222,11.4815,6.6667,0,50.1779,572,2011,,,,,,,,,,
"BG0060003, King County, WA",1243,106757,641497,50.74,936,19.5323,86.4843,540,25.1923,4.4444,14.2593,6.5385,0,56.7114,577,2011,,,,,,,,,,
"BG0060004, King County, WA",1210,54980,551190,47.749,968,6.6505,80.7438,632,71.0572,8.5443,56.962,6.4125,0,23.1183,575,2011,,,,,,,,,,
"BG0061001, King County, WA",1211,107908,651042,52.4319,1075,20.8817,85.6317,679,44.48,12.9602,36.9661,2.72,0.8,18.0602,557,2011,,,,,,,,,,
"BG0061002, King County, WA",1125,96128,737654,44.6316,967,13.0273,79.9111,613,36.6372,2.7733,35.8891,2.6549,0.708,20.9559,573,2011,,,,,,,,,,
"BG0061003, King County, WA",1311,69934,442925,52.1212,998,30.2,81.1594,995,67.354,3.3166,67.5377,2.7491,0.8018,0,573,2011,,,,,,,,,,
"BG0061004, King County, WA",1181,57108,791667,37.1919,906,17.5885,84.5047,822,74.0741,21.0462,49.0267,2.7435,0.6859,0,558,2011,,,,,,,,,,
"BG0062001, King County, WA",1367,141667,696250,36.6038,1635,16.0584,80.1756,592,6.8841,0,0.5068,15.3986,2.3551,46.4824,559,2011,,,,,,,,,,
"BG0062002, King County, WA",1505,126786,707126,41.3759,2000,20.8333,84.9169,594,12.5,0,1.0101,15.3169,2.1127,34.7826,565,2011,,,,,,,,,,
"BG0062003, King County, WA",1032,177326,908582,33.4734,1574,17.76,84.7868,430,16.1446,0,11.3953,15.6627,2.1687,37.3239,563,2011,,,,,,,,,,
"BG0063001, King County, WA",1274,71585,498661,44.7869,1132,13.9942,87.4411,935,61.9221,6.2032,74.6523,14.7202,2.6764,24.424,554,2011,,,,,,,,,,
"BG0063002, King County, WA",1352,115039,916667,41.2985,1395,4.3348,92.8994,767,32.838,0,52.412,14.5617,2.526,53.2872,568,2011,,,,,,,,,,
"BG0063003, King County, WA",1071,136500,1000000,44.0806,1129,5.3045,87.7684,546,18.8912,1.6484,21.7949,14.5791,2.6694,45.0185,567,2011,,,,,,,,,,
"BG0063004, King County, WA",1279,118438,973323,44.5556,945,6.383,89.3667,584,11.5888,0,2.7397,14.5794,2.6168,32.9932,567,2011,,,,,,,,,,
"BG0064001, King County, WA",1049,129899,717466,42.8394,924,16.8654,76.3584,465,14.9888,0,3.2258,12.528,4.2506,38.8554,567,2011,,,,,,,,,,
"BG0064002, King County, WA",985,136250,1000000,24.9637,1200,14.8676,89.1371,385,48.6034,5.7143,20.7793,12.5698,4.1899,54.9356,567,2011,,,,,,,,,,
"BG0064003, King County, WA",1220,140079,872706,29.7267,902,15.5803,86.8852,474,20.1327,4.2194,7.5951,12.3894,4.4248,35.2201,565,2011,,,,,,,,,,
"BG0065001, King County, WA",1124,137500,858025,38.9082,760,6.9057,87.3665,541,18.8755,6.4695,11.4603,5.0201,1.2048,39.5604,558,2011,,,,,,,,,,
"BG0065002, King County, WA",1493,70602,432051,39.6958,940,25.1295,81.9156,1069,59.7444,1.3096,71.9364,5.1118,1.1715,26.0664,552,2011,,,,,,,,,,
"BG0065003, King County, WA",1542,75000,439286,44.6571,971,20.5599,85.9274,910,65.566,7.8022,61.978,5.1887,1.4151,30.1205,549,2011,,,,,,,,,,
"BG0066001, King County, WA",1776,75070,572368,44.3106,989,14.2647,73.4797,1118,64.3237,6.7084,64.4902,3.5144,0,0.4255,550,2011,,,,,,,,,,
"BG0066002, King County, WA",1788,65785,497436,45.9298,869,26.6423,80.3132,1218,75.8064,7.6355,79.8029,3.405,0,8.3333,553,2011,,,,,,,,,,
"BG0067001, King County, WA",1919,66961,348618,44.4379,1265,19.0229,71.8082,1428,69.7925,10.7843,82.563,2.9208,1.4604,28.5024,544,2011,,,,,,,,,,
"BG0067002, King County, WA",1729,65721,384091,47.5785,1092,22.2696,78.1955,1206,61.6514,5.141,78.1924,2.7523,1.4679,17.6245,560,2011,,,,,,,,,,
"BG0067003, King County, WA",1217,75980,450000,44.3192,1105,22.716,82.4158,806,58.9918,7.5682,75.062,2.9973,1.4986,36.413,551,2011,,,,,,,,,,
"BG0067004, King County, WA",1695,78333,738636,44.8951,940,29.0926,79.941,939,51.8605,8.5197,53.2481,2.7907,1.3954,33.4405,552,2011,,,,,,,,,,
"BG0068001, King County, WA",1286,114394,700599,37.449,1416,9.8516,85.1477,694,32.4503,7.0605,9.7983,6.2914,3.808,53.5065,547,2011,,,,,,,,,,
"BG0068002, King County, WA",1541,94181,819268,45.4389,1104,21.9027,84.8151,779,52.8198,5.0064,32.0923,6.1898,3.5763,38.9831,558,2011,,,,,,,,,,
"BG0069001, King County, WA",1036,97283,663007,38.1429,1250,33.4395,86.1969,527,35.8452,6.8311,13.2828,11.8126,0,57.8616,558,2011,,,,,,,,,,
"BG0069002, King County, WA",1014,95881,720960,23.277,926,17.76,89.9408,526,37.4245,2.8517,37.0722,11.67,0,33.0144,552,2011,,,,,,,,,,
"BG0069003, King County, WA",877,102500,851351,48.1683,800,13.1034,88.3694,545,53.1828,0.1835,52.4771,11.7043,0,36.1111,553,2011,,,,,,,,,,
"BG0069004, King County, WA",1190,93750,401208,27.008,931,19.5973,78.3193,665,34.4828,15.0376,43.9097,11.8227,0,55.2846,543,2011,,,,,,,,,,
"BG0070001, King County, WA",1087,79589,880952,36.6422,1142,34.8958,84.1766,730,53.5445,3.2877,57.8083,0.4525,1.5083,25.8883,535,2011,,,,,,,,,,
"BG0070002, King County, WA",1158,53314,329082,42.5071,856,24.594,81.0017,947,71.6077,3.2735,95.6705,0.5701,1.5964,23.7374,535,2011,,,,,,,,,,
"BG0070003, King County, WA",1559,57285,434615,53.4302,899,29.9206,81.4625,1184,90.5431,3.2095,90.0337,0.6554,1.779,17.9487,551,2011,,,,,,,,,,
"BG0070004, King County, WA",1100,57086,494444,47.1519,833,36.2733,81.3636,840,75.1626,0,92.1429,0.5202,1.5605,10.9244,550,2011,,,,,,,,,,
"BG0070005, King County, WA",1039,45372,314815,46.6083,849,40.9962,82.9644,891,84.1656,0,100,0.609,1.5834,17.2662,534,2011,,,,,,,,,,
"BG0070006, King County, WA",1054,48086,245588,33.3683,834,33.2893,79.6964,775,79.8008,0,83.0967,0.4267,1.5647,0,548,2011,,,,,,,,,,
"BG0071001, King County, WA",1039,46642,346386,37.3118,923,30.303,72.666,776,72.792,8.3763,89.5619,5.1282,0,11.0345,532,2011,,,,,,,,,,
"BG0071002, King County, WA",2042,66681,281915,41.3194,967,24.8115,74.5837,1521,76.3098,8.7443,87.3767,5.0873,0,42.6573,532,2011,,,,,,,,,,
"BG0072001, King County, WA",2690,37288,365217,29.7942,763,28.8643,65.5019,2350,94.5659,0,99.3191,0,0,0,548,2011,,,,,,,,,,
"BG0072002, King County, WA",1181,51529,341304,37.931,962,22.1271,60.7113,1022,92.4122,0,98.3366,0,0,0,531,2011,,,,,,,,,,
"BG0072003, King County, WA",1496,53730,346970,37.931,979,21.6268,65.7086,1370,92.1914,0,98.3942,0,0,0,544,2011,,,,,,,,,,
"BG0073001, King County, WA",1710,35538,350000,25.9023,831,19.9224,61.462,1189,98.9936,1.6821,97.2246,2.1958,0.9149,0,542,2011,,,,,,,,,,
"BG0073002, King County, WA",1387,22104,362500,6.2818,562,32.8638,62.7253,1453,95.1034,0,93.9436,2.2851,0.8705,25.625,524,2011,,,,,,,,,,
"BG0073003, King County, WA",1638,77105,473256,36.3165,1372,10.1215,70.1465,1286,94.3243,0,95.6455,2.3423,0.8108,7.1233,533,2011,,,,,,,,,,
"BG0074011, King County, WA",1087,61356,335096,46.9248,925,23.536,79.1168,827,63.5538,0,93.954,1.1673,0.6485,22.5352,524,2011,,,,,,,,,,
"BG0074012, King County, WA",919,46227,205000,43.0412,858,41.9948,75.4081,746,91.6788,1.0724,94.504,1.0219,0.7299,0,532,2011,,,,,,,,,,
"BG0074013, King County, WA",984,68077,335648,46.9413,961,21.2608,76.3211,781,58.3095,0,92.8297,1.1461,0.7163,23.8806,523,2011,,,,,,,,,,
"BG0074014, King County, WA",1138,45800,221875,48.7412,853,23.8854,76.0105,853,83.1658,0.4689,96.6002,1.1307,0.7538,0,531,2011,,,,,,,,,,
"BG0074021, King County, WA",1776,56827,308750,38.563,884,16.0248,73.0856,1289,79.523,3.2583,91.6215,1.1513,0.6579,0,538,2011,,,,,,,,,,
"BG0074022, King County, WA",1568,42934,284028,28.7728,671,20.3883,60.8418,1096,80.1595,0,98.5401,1.1964,0.6979,29.0123,538,2011,,,,,,,,,,
"BG0074023, King County, WA",1596,32033,338782,48.5359,767,25.2479,69.3609,1303,84.1887,2.7629,96.0859,1.0762,0.745,0,537,2011,,,,,,,,,,
"BG0075001, King County, WA",1160,56250,461194,38.9895,933,17.4093,78.7069,943,79.4457,2.2269,94.5917,0.3464,0.3464,28.1481,521,2011,,,,,,,,,,
"BG0075002, King County, WA",1331,43767,307463,35.1373,769,33.4237,75.2817,914,85.6149,8.5339,81.838,0.348,0.348,12.8205,521,2011,,,,,,,,,,
"BG0075003, King County, WA",1622,54779,506250,45.6153,886,28.0899,76.942,1129,92.9875,20.5492,72.6306,0.4803,0.3842,13.7705,521,2011,,,,,,,,,,
"BG0075004, King County, WA",1435,50000,421053,46.8293,832,32.3276,68.9199,1008,83.8408,7.6389,92.3612,0.3513,0.3513,0,529,2011,,,,,,,,,,
"BG0075005, King County, WA",877,34623,350000,41.5638,735,40.2778,75.8267,606,91.7108,5.9406,82.5082,0.3527,0.1764,18.797,535,2011,,,,,,,,,,
"BG0076001, King County, WA",1130,62825,480000,41.0367,884,21.1096,77.2566,598,59.0988,5.8528,60.2006,5.1993,1.3865,29.2308,531,2011,,,,,,,,,,
"BG0076002, King County, WA",1207,50930,458730,38.6831,868,21.0269,64.3745,709,65.4135,13.8223,50.3527,5.2632,1.5038,38.3178,517,2011,,,,,,,,,,
"BG0076003, King County, WA",1175,57160,405556,37.5,894,19.5431,78.8936,688,68.7976,6.9767,72.529,5.175,1.5221,41.1043,518,2011,,,,,,,,,,
"BG0077001, King County, WA",1163,73106,454412,34.7429,1551,27.9167,59.1574,571,13.3588,0,3.1524,3.2443,2.2901,28.2528,533,2011,,,,,,,,,,
"BG0077002, King County, WA",965,96579,450877,36.3392,1483,27.7955,67.6684,461,21.5596,0,10.4122,2.9817,2.2936,20.1646,521,2011,,,,,,,,,,
"BG0077003, King County, WA",1027,60677,462651,23.1258,580,0,56.8647,470,39.5881,0,25.3192,3.2037,2.0595,47.8261,515,2011,,,,,,,,,,
"BG0077004, King County, WA",1330,51698,467763,34.4765,985,24.1695,68.4211,813,57.5636,9.9631,45.7564,3.079,2.008,12.2727,513,2011,,,,,,,,,,
"BG0078001, King County, WA",1229,204525,1000000,19.6907,875,1.1852,83.4011,585,1.8797,0,4.9573,15.4135,4.1353,25.3695,513,2011,,,,,,,,,,
"BG0078002, King County, WA",1561,145588,675898,33.452,2000,14.5655,73.2223,640,11.7162,1.7188,8.7501,15.6766,4.1254,31.6623,527,2011,,,,,,,,,,
"BG0078003, King County, WA",1164,87990,786765,43.9759,1080,11.1864,68.9003,511,36.853,2.3483,28.9629,15.528,3.9338,40.5145,510,2011,,,,,,,,,,
"BG0078004, King County, WA",1255,122581,705556,42.4788,625,5.7453,74.741,525,2.0161,0,0,15.5242,4.0323,49.1639,518,2011,,,,,,,,,,
"BG0079001, King County, WA",1047,74755,354054,25.1208,1170,27.8976,59.9809,548,47.4104,9.3066,26.0949,5.1793,1.992,36.1345,508,2011,,,,,,,,,,
"BG0079002, King County, WA",1141,52599,454000,38.3136,955,34.5238,46.3628,566,81.0507,15.371,39.9293,5.0657,1.8762,19.8925,508,2011,,,,,,,,,,
"BG0079003, King County, WA",865,50000,397619,31.9027,927,15.6398,67.7457,457,83.1797,7.221,78.9935,5.53,1.8433,0,522,2011,,,,,,,,,,
"BG0079004, King County, WA",972,34588,240000,31.6798,713,36.0526,74.2798,734,84.5029,0,93.7329,5.117,1.9006,0,507,2011,,,,,,,,,,
"BG0079005, King County, WA",1177,59063,298000,51.4609,907,42.2819,68.989,857,80.8901,5.2509,86.5811,5.1047,1.8325,29.5455,520,2011,,,,,,,,,,
"BG0080011, King County, WA",1458,62958,354630,43.908,1127,15.5904,70.8505,1309,73.1061,0,96.4095,1.3258,0.2841,0,506,2011,,,,,,,,,,
"BG0080012, King County, WA",820,68750,340816,43.467,1065,20.0988,66.5854,786,74.9235,0,98.0916,1.3762,0.3058,0,512,2011,,,,,,,,,,
"BG0080013, King County, WA",1066,86111,419266,43.4531,1424,10.828,66.9794,854,61.4396,0.7026,98.4778,1.4139,0.3856,0,522,2011,,,,,,,,,,
"BG0080014, King County, WA",1442,84298,419106,43.5768,1421,10.6742,63.3842,1031,61.3739,0.582,98.642,1.3514,0.4505,0,521,2011,,,,,,,,,,
"BG0080015, King County, WA",804,87969,420130,43.323,1424,10.7563,68.7811,634,61.343,0.4732,99.0536,1.2704,0.5445,0,507,2011,,,,,,,,,,
"BG0080021, King County, WA",1788,22340,807692,35.7516,498,17.9007,67.3937,1286,81.3237,0.7776,97.9004,0,0,0,520,2011,,,,,,,,,,
"BG0080022, King County, WA",1244,56075,399153,50.8654,1019,13.1682,70.1768,1059,84.0308,0,97.356,0,0,13.7255,519,2011,,,,,,,,,,
"BG0081001, King County, WA",1499,75118,462676,44.1595,1051,14.1227,76.2508,1365,71.3597,0,97.7289,0,0.3857,12.766,519,2011,,,,,,,,,,
"BG0081002, King County, WA",1299,13728,298864,16.6247,195,54.8077,61.2009,682,87.1545,0,95.1613,0,0.4878,0,518,2011,,,,,,,,,,
"BG0081003, King County, WA",1286,71512,461667,44.3797,1056,13.9535,71.3841,1092,71.4932,0,97.7106,0,0.3394,13.0653,508,2011,,,,,,,,,,
"BG0082001, King County, WA",875,40913,255000,30.8497,944,23.0937,60.4571,943,87.9934,0,94.2736,0,0.6579,0,506,2011,,,,,,,,,,
"BG0082002, King County, WA",1415,37679,254167,36.3487,830,25.2674,60.8481,1033,84.6073,0,96.031,0,0.6283,0,500,2011,,,,,,,,,,
"BG0082003, King County, WA",994,43071,257927,31.9654,765,44.4444,84.7083,851,73.0823,0,96.0048,0,0.6974,0,511,2011,,,,,,,,,,
"BG0083001, King County, WA",952,30540,460465,24.6154,793,14.1176,72.2689,951,78.2369,0,78.4438,0,0,0,502,2011,,,,,,,,,,
"BG0083002, King County, WA",1551,66458,557432,40.0844,954,11.1913,69.568,1174,74.2239,0,100,0,0,0,505,2011,,,,,,,,,,
"BG0084001, King County, WA",1282,41632,366176,33.4244,824,20.9524,67.3947,1085,89.3814,0.6452,97.8802,0,0.3093,12.0879,497,2011,,,,,,,,,,
"BG0084002, King County, WA",1411,43068,457500,22.6334,883,21.9844,66.4068,1084,74.6694,0.2768,96.7712,0,0.2035,3.0303,497,2011,,,,,,,,,,
"BG0084003, King County, WA",1083,41429,368000,33.2584,823,20.8877,69.9908,821,89.5013,0.609,98.0512,0,0.2625,12.6761,510,2011,,,,,,,,,,
"BG0085001, King County, WA",1115,42963,273750,21.2222,753,17.8947,62.0628,1025,94.4795,0,100.0001,0,0.4732,6.536,507,2011,,,,,,,,,,
"BG0085002, King County, WA",990,22537,342308,23.913,578,18.2692,34.1414,575,94.0499,10.087,79.1304,0,0.3839,0,494,2011,,,,,,,,,,
"BG0085003, King County, WA",2216,10097,0,2.5937,182,85.6025,42.87,420,100,0,95,0,0.2625,28,498,2011,,,,,,,,,,
"BG0086001, King County, WA",1233,44302,712500,33.4101,871,27.9605,60.4217,765,81.5186,20.6536,53.3334,1.5759,0,5.3097,497,2011,,,,,,,,,,
"BG0086002, King County, WA",2673,36587,229545,36.0577,920,14.8827,57.2765,865,90.9439,3.9306,83.3525,1.5306,0,14.5161,493,2011,,,,,,,,,,
"BG0086003, King County, WA",1161,25306,625000,21.1618,727,18.2377,35.4866,599,98.4645,13.0217,67.2788,1.5355,0,19.7917,491,2011,,,,,,,,,,
"BG0087001, King County, WA",1436,74085,483654,32.2243,784,26.1111,58.844,662,51.3514,8.7613,33.988,7.9392,2.3649,45.1389,491,2011,,,,,,,,,,
"BG0087002, King County, WA",1136,66279,461842,14.7906,862,32.9705,39.9648,542,59.0726,6.4576,50.7381,7.6613,2.4194,18.0769,489,2011,,,,,,,,,,
"BG0087003, King County, WA",1353,58929,479577,43.5094,1018,33.5308,44.7894,675,59.1276,16.8889,27.7037,7.7544,2.5848,0,496,2011,,,,,,,,,,
"BG0088001, King County, WA",1376,71107,366327,35.6206,1028,14.3596,60.4651,602,37.0435,2.1595,6.8106,8.3478,2.087,7.197,498,2011,,,,,,,,,,
"BG0088002, King County, WA",1206,67708,435211,26.4075,915,21.797,50.7463,555,48.4252,2.8829,14.4145,8.2677,2.1654,46.7181,487,2011,,,,,,,,,,
"BG0088003, King County, WA",938,62955,412295,24.8447,894,11.1753,39.2324,438,52.8117,14.1553,17.3516,8.0685,2.445,20.4678,502,2011,,,,,,,,,,
"BG0089001, King County, WA",1171,147866,831250,45.7754,1106,0.4615,71.2212,681,40.1284,2.9369,48.3113,8.9888,3.2103,27.6423,486,2011,,,,,,,,,,
"BG0089002, King County, WA",1274,78846,516176,33.4884,1033,18.871,42.8571,562,38.9328,2.669,8.363,8.8933,2.9644,28.4615,493,2011,,,,,,,,,,
"BG0089003, King County, WA",1216,52848,395506,22.3313,821,35.4267,38.2401,577,62.8353,9.8787,16.6378,8.8123,3.0651,28.7066,486,2011,,,,,,,,,,
"BG0089004, King County, WA",1226,75806,387374,27.4827,880,17.6378,38.4176,488,35.4911,7.1721,14.959,8.7054,2.9018,34.2391,486,2011,,,,,,,,,,
"BG0090001, King County, WA",1213,25811,240580,18.7696,697,30.8129,35.7791,710,61.3924,8.8732,69.2958,3.6392,1.4241,69.4915,500,2011,,,,,,,,,,
